carat - קראט,cut - חיתוך,color - צבע,clarity - שקיפות / דרגת ניקיון,depth - עומק באחוזים,table - משטח עליון באחוזים,x - אורך מ''מ,y - רוחב מ''מ,z - גובה מ''מ,price - מחיר בדולרים,מחיר לקרט
0.59,Ideal,H,VVS2,61.8,56.0,5.37,5.41,3.33,1834,3108.4745762711864
0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,1834,3108.4745762711864
0.46,Ideal,E,VS1,61.7,56.0,4.95,5.0,3.07,1834,3986.95652173913
0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1834,3986.95652173913
0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,1834,3986.95652173913
0.52,Ideal,D,VS1,60.9,56.0,5.21,5.17,3.16,1835,3528.846153846154
0.52,Ideal,G,VVS2,62.1,57.0,5.13,5.15,3.19,1835,3528.846153846154
0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,1835,3528.846153846154
0.59,Ideal,D,SI1,61.6,57.0,5.44,5.41,3.34,1835,3110.169491525424
0.59,Premium,D,SI1,62.8,57.0,5.38,5.32,3.36,1835,3110.169491525424
0.7,Very Good,J,SI1,58.4,62.0,5.85,5.87,3.42,1836,2622.857142857143
0.5,Ideal,G,VVS2,62.7,55.0,5.07,5.1,3.19,1836,3672.0
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1836,3400.0
0.51,Ideal,F,VS1,62.5,55.0,5.13,5.08,3.19,1836,3600.0
0.51,Ideal,F,VS1,61.9,56.0,5.17,5.11,3.18,1836,3600.0
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1836,3600.0
0.51,Ideal,F,VS1,61.7,54.0,5.17,5.14,3.18,1836,3600.0
0.51,Premium,F,VS1,61.4,58.0,5.18,5.15,3.17,1836,3600.0
0.6,Very Good,E,SI1,63.2,56.0,5.38,5.32,3.38,1836,3060.0
0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,1836,3600.0
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1836,3600.0
0.54,Ideal,F,VS2,61.9,56.0,5.22,5.21,3.23,1836,3400.0
0.51,Ideal,H,VVS1,61.7,57.0,5.12,5.15,3.16,1837,3601.9607843137255
0.57,Ideal,G,VS1,62.3,53.7,5.32,5.35,3.32,1837,3222.8070175438597
0.56,Ideal,G,VS1,60.8,55.0,5.34,5.36,3.25,1837,3280.3571428571427
0.57,Ideal,G,VS1,62.2,54.0,5.31,5.33,3.31,1837,3222.8070175438597
0.59,Premium,I,VVS1,62.8,58.0,5.34,5.3,3.34,1837,3113.5593220338983
0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,1837,3401.8518518518517
0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31,1837,3401.8518518518517
0.51,Premium,E,VS1,62.3,56.0,5.14,5.13,3.2,1837,3601.9607843137255
0.5,Premium,F,SI1,62.4,57.0,5.13,5.1,3.19,1838,3676.0
0.55,Very Good,G,VVS1,60.8,58.0,5.25,5.3,3.21,1838,3341.8181818181815
0.46,Very Good,F,VVS1,62.3,56.0,4.94,4.98,3.09,1838,3995.6521739130435
0.59,Very Good,E,VS2,59.9,56.0,5.46,5.49,3.28,1838,3115.2542372881358
0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,1838,3603.921568627451
0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,1838,3676.0
0.5,Premium,G,VVS2,60.9,59.0,5.09,5.12,3.11,1838,3676.0
0.5,Ideal,G,VVS2,61.2,56.0,5.1,5.13,3.13,1838,3676.0
0.5,Very Good,G,VVS2,60.9,61.0,5.11,5.13,3.12,1838,3676.0
0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1838,3676.0
0.5,Premium,G,VVS2,61.6,60.0,5.1,5.13,3.15,1838,3676.0
0.5,Ideal,G,VVS2,60.5,55.0,5.13,5.15,3.11,1838,3676.0
0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19,1838,3676.0
0.5,Very Good,G,VVS2,62.8,57.0,4.99,5.04,3.15,1838,3676.0
0.5,Ideal,G,VVS2,62.1,55.0,5.05,5.09,3.15,1838,3676.0
0.5,Ideal,G,VVS2,62.3,56.0,5.05,5.09,3.16,1838,3676.0
0.5,Very Good,G,VVS2,60.7,57.0,5.1,5.14,3.11,1838,3676.0
0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,1838,3676.0
0.64,Good,D,SI1,57.7,57.0,5.69,5.75,3.3,1838,2871.875
0.59,Ideal,I,VVS1,62.2,55.0,5.38,5.39,3.35,1838,3115.2542372881358
0.59,Ideal,E,VS2,62.2,58.0,5.35,5.39,3.34,1838,3115.2542372881358
0.5,Ideal,H,VVS1,60.6,55.0,5.17,5.13,3.12,1838,3676.0
0.5,Very Good,H,VVS1,63.5,58.0,5.03,4.98,3.18,1838,3676.0
0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,1838,3676.0
0.5,Premium,F,VS1,62.3,55.0,5.09,5.06,3.16,1838,3676.0
0.5,Ideal,F,VS1,62.5,57.0,5.09,5.06,3.17,1838,3676.0
0.5,Premium,F,VS1,61.8,60.0,5.1,5.06,3.14,1838,3676.0
0.5,Premium,F,VS1,61.3,59.0,5.15,5.09,3.14,1838,3676.0
0.5,Premium,F,VS1,62.0,58.0,5.1,5.03,3.14,1838,3676.0
0.8,Premium,J,SI1,61.4,57.0,5.98,5.95,3.66,1838,2297.5
0.51,Very Good,E,VS1,61.1,59.0,5.14,5.2,3.16,1839,3605.8823529411766
0.51,Ideal,G,VVS1,60.8,56.0,5.21,5.22,3.17,1839,3605.8823529411766
0.71,Ideal,G,SI2,62.8,57.0,5.68,5.63,3.55,1840,2591.549295774648
0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,1840,3538.4615384615386
0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35,1840,3118.64406779661
0.6,Ideal,D,SI1,62.3,57.0,5.42,5.37,3.36,1840,3066.666666666667
0.55,Ideal,D,SI1,60.9,57.0,5.29,5.32,3.23,1840,3345.454545454545
0.7,Good,H,SI1,65.4,59.0,5.46,5.52,3.59,1840,2628.571428571429
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1840,2628.571428571429
0.71,Good,I,VS2,64.0,59.0,5.61,5.55,3.57,1840,2591.549295774648
0.71,Fair,I,VS2,61.6,67.0,5.76,5.61,3.5,1840,2591.549295774648
0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840,2591.549295774648
0.66,Very Good,H,VS2,60.9,57.0,5.63,5.65,3.43,1841,2789.393939393939
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1841,3609.803921568627
0.71,Very Good,J,SI1,62.8,57.0,5.64,5.67,3.55,1841,2592.9577464788736
0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,1841,3068.3333333333335
0.55,Ideal,G,VS1,60.9,55.0,5.27,5.31,3.22,1841,3347.272727272727
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1841,3609.803921568627
0.51,Good,E,VS1,61.3,63.0,5.11,5.16,3.15,1841,3609.803921568627
0.62,Premium,G,VS2,60.9,59.0,5.52,5.48,3.35,1841,2969.3548387096776
0.62,Premium,G,VS2,60.2,60.0,5.58,5.52,3.34,1841,2969.3548387096776
0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,1841,2969.3548387096776
0.65,Ideal,F,SI1,61.4,58.0,5.56,5.5,3.39,1841,2832.3076923076924
0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841,3540.3846153846152
0.5,Ideal,H,VVS2,61.6,57.0,5.08,5.14,3.15,1842,3684.0
0.5,Ideal,G,VVS2,62.2,56.0,5.08,5.11,3.17,1842,3684.0
0.54,Ideal,D,VS2,61.2,56.0,5.23,5.29,3.22,1842,3411.111111111111
0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,1842,3611.7647058823527
0.53,Ideal,H,VVS1,61.2,56.0,5.25,5.27,3.22,1842,3475.4716981132074
0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842,3542.3076923076924
0.52,Premium,D,VS2,62.4,58.0,5.13,5.09,3.19,1842,3542.3076923076924
0.51,Ideal,G,VVS2,61.6,56.0,5.14,5.12,3.16,1842,3611.7647058823527
0.51,Ideal,G,VVS2,62.9,57.0,5.12,5.06,3.2,1842,3611.7647058823527
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1842,3611.7647058823527
0.51,Ideal,G,VVS2,62.0,57.0,5.13,5.1,3.17,1842,3611.7647058823527
0.5,Very Good,G,VVS1,61.5,56.0,5.11,5.14,3.15,1843,3686.0
0.5,Very Good,G,VVS1,60.9,57.0,5.1,5.15,3.12,1843,3686.0
0.7,Premium,J,VS2,61.2,60.0,5.7,5.73,3.5,1843,2632.857142857143
0.77,Very Good,J,VS2,62.1,62.0,5.82,5.87,3.63,1843,2393.5064935064934
0.71,Premium,J,VVS2,60.3,59.0,5.79,5.82,3.5,1843,2595.774647887324
0.7,Good,J,VS2,63.2,61.0,5.59,5.62,3.54,1843,2632.857142857143
0.7,Ideal,J,VS2,61.6,56.0,5.65,5.71,3.5,1843,2632.857142857143
0.7,Premium,J,VVS2,61.9,58.0,5.67,5.73,3.53,1843,2632.857142857143
0.65,Good,F,SI1,58.1,61.0,5.66,5.74,3.31,1843,2835.3846153846152
0.53,Very Good,E,VS1,61.7,59.0,5.18,5.2,3.2,1844,3479.2452830188677
0.51,Ideal,G,VVS2,62.1,58.0,5.09,5.12,3.17,1844,3615.6862745098038
0.7,Premium,J,VVS1,60.9,58.0,5.74,5.79,3.51,1844,2634.2857142857147
0.59,Ideal,G,VS2,61.9,56.0,5.39,5.44,3.35,1844,3125.4237288135596
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1844,3688.0
0.52,Ideal,E,VS1,61.8,55.0,5.17,5.22,3.21,1844,3546.153846153846
0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,1844,3688.0
0.5,Ideal,H,IF,62.4,54.0,5.1,5.13,3.19,1844,3688.0
0.58,Good,E,SI1,61.0,62.0,5.36,5.33,3.26,1844,3179.3103448275865
0.7,Premium,J,SI1,62.8,59.0,5.65,5.6,3.53,1844,2634.2857142857147
0.51,Ideal,D,VS1,60.9,57.0,5.2,5.17,3.16,1845,3617.6470588235293
0.51,Ideal,D,VS1,61.7,54.0,5.15,5.12,3.17,1845,3617.6470588235293
0.55,Ideal,H,VVS1,61.7,55.0,5.27,5.3,3.27,1845,3354.545454545454
0.55,Ideal,H,VVS1,62.4,56.0,5.21,5.24,3.26,1845,3354.545454545454
0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65,394,1313.3333333333335
0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,394,1313.3333333333335
0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,394,1313.3333333333335
0.3,Very Good,I,SI1,61.6,59.0,4.29,4.34,2.66,394,1313.3333333333335
0.3,Premium,G,SI2,62.5,59.0,4.27,4.31,2.68,394,1313.3333333333335
0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394,1313.3333333333335
0.3,Very Good,J,VS1,62.4,58.0,4.26,4.3,2.67,394,1313.3333333333335
0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,394,1313.3333333333335
0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,394,1313.3333333333335
0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,394,1313.3333333333335
0.3,Good,F,SI2,63.5,57.0,4.22,4.25,2.69,394,1313.3333333333335
0.3,Good,J,VS1,63.3,60.0,4.22,4.25,2.68,394,1313.3333333333335
0.3,Premium,G,SI2,62.3,59.0,4.25,4.29,2.66,394,1313.3333333333335
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,394,1313.3333333333335
0.3,Good,I,SI1,63.3,59.0,4.23,4.3,2.7,394,1313.3333333333335
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394,1313.3333333333335
0.3,Good,J,VS1,63.4,57.0,4.23,4.26,2.69,394,1313.3333333333335
0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,394,1313.3333333333335
0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,394,1313.3333333333335
0.3,Very Good,I,SI1,60.5,62.0,4.33,4.37,2.63,394,1313.3333333333335
0.3,Very Good,J,VS1,61.2,61.0,4.3,4.33,2.64,394,1313.3333333333335
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,395,1274.1935483870968
0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,395,1580.0
0.23,Good,G,VVS1,56.2,60.0,4.14,4.19,2.34,395,1717.391304347826
0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,396,1277.4193548387098
0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,396,1277.4193548387098
0.26,Very Good,G,VS2,62.4,57.0,4.09,4.12,2.56,397,1526.923076923077
0.24,Very Good,I,VS1,61.8,56.0,3.98,4.01,2.46,397,1654.1666666666667
0.26,Ideal,G,VS2,62.3,54.0,4.09,4.1,2.55,397,1526.923076923077
0.26,Ideal,H,SI1,62.2,54.0,4.1,4.13,2.56,397,1526.923076923077
0.23,Very Good,F,VVS2,61.9,59.0,3.94,3.97,2.45,530,2304.3478260869565
0.23,Very Good,F,VVS2,61.5,58.0,3.9,3.94,2.41,530,2304.3478260869565
0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41,530,2304.3478260869565
0.23,Very Good,E,VVS2,59.4,59.0,4.03,4.08,2.41,530,2304.3478260869565
0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,530,2304.3478260869565
0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,530,2304.3478260869565
0.23,Very Good,E,VVS2,61.2,58.0,3.93,3.98,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS2,60.9,59.0,3.96,3.99,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS2,60.0,56.0,4.03,4.07,2.43,530,2304.3478260869565
0.23,Very Good,E,VVS2,62.4,59.0,3.91,3.94,2.45,530,2304.3478260869565
0.23,Very Good,D,VVS2,61.0,59.0,3.95,3.98,2.42,530,2304.3478260869565
0.23,Very Good,D,VVS2,62.2,58.0,3.94,3.97,2.46,530,2304.3478260869565
0.23,Very Good,D,VVS2,61.3,59.0,3.91,3.99,2.42,530,2304.3478260869565
0.23,Very Good,D,VVS2,62.5,58.0,3.92,3.95,2.46,530,2304.3478260869565
0.23,Very Good,D,VVS2,61.3,58.0,3.93,3.97,2.42,530,2304.3478260869565
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,530,2304.3478260869565
0.23,Very Good,D,VVS2,61.9,58.0,3.91,3.94,2.43,530,2304.3478260869565
0.23,Very Good,D,VVS2,62.0,58.0,3.94,3.96,2.45,530,2304.3478260869565
0.23,Very Good,D,VVS2,61.4,58.0,3.92,3.96,2.42,530,2304.3478260869565
0.23,Very Good,F,VVS1,59.3,58.0,4.02,4.04,2.39,530,2304.3478260869565
0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS1,61.3,59.0,3.93,3.97,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530,2304.3478260869565
0.23,Very Good,E,VVS1,62.9,59.0,3.93,3.95,2.48,530,2304.3478260869565
0.23,Very Good,E,VVS1,60.0,59.0,3.97,4.03,2.4,530,2304.3478260869565
0.23,Very Good,E,VVS1,63.5,54.0,3.92,3.95,2.5,530,2304.3478260869565
0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530,2304.3478260869565
0.23,Very Good,E,VVS1,62.3,58.0,3.88,3.99,2.45,530,2304.3478260869565
0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS1,62.1,58.0,3.9,3.93,2.43,530,2304.3478260869565
0.59,Good,E,VS2,61.3,62.0,5.36,5.4,3.3,1845,3127.1186440677966
0.5,Ideal,D,VS2,62.3,55.0,5.11,5.07,3.17,1845,3690.0
0.5,Premium,D,VS2,61.2,60.0,5.12,5.08,3.12,1845,3690.0
0.5,Premium,D,VS2,61.4,59.0,5.15,5.11,3.15,1845,3690.0
0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845,3690.0
0.5,Premium,D,VS2,62.8,58.0,5.08,5.05,3.18,1845,3690.0
0.5,Ideal,D,VS2,62.5,54.0,5.09,5.05,3.17,1845,3690.0
0.5,Ideal,D,VS2,61.9,57.0,5.09,5.06,3.14,1845,3690.0
0.5,Premium,D,VS2,62.1,58.0,5.08,5.03,3.14,1845,3690.0
0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,1845,3690.0
0.5,Premium,D,VS2,61.9,58.0,5.1,5.04,3.14,1845,3690.0
0.5,Ideal,D,VS2,62.6,56.0,5.08,5.05,3.17,1845,3690.0
0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,1845,3690.0
0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,1845,3690.0
0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,1845,3690.0
0.5,Premium,D,VS2,60.2,57.0,5.21,5.15,3.12,1845,3690.0
0.56,Ideal,D,VS2,62.7,57.0,5.28,5.25,3.3,1846,3296.428571428571
0.54,Ideal,H,VVS1,61.7,57.0,5.23,5.24,3.23,1846,3418.5185185185182
0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11,1846,3692.0
0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24,1846,3418.5185185185182
0.72,Premium,J,VS2,61.4,58.0,5.74,5.76,3.53,1846,2563.888888888889
0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,1846,3418.5185185185182
0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846,3418.5185185185182
0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,1846,3418.5185185185182
0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,1846,3418.5185185185182
0.69,Good,I,VS1,61.6,61.9,5.65,5.68,3.48,1846,2675.36231884058
0.78,Premium,H,SI2,61.1,59.0,5.91,5.88,3.6,1846,2366.6666666666665
0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,1846,2930.15873015873
0.52,Very Good,D,VS2,62.9,59.0,5.11,5.13,3.22,1847,3551.9230769230767
0.5,Very Good,D,VS1,62.3,57.0,5.04,5.07,3.15,1847,3694.0
0.52,Ideal,G,VVS2,61.4,57.0,5.17,5.19,3.18,1847,3551.9230769230767
0.54,Ideal,E,VS2,61.8,55.0,5.26,5.24,3.24,1847,3420.37037037037
0.54,Ideal,G,VS1,61.9,54.0,5.25,5.28,3.26,1847,3420.37037037037
0.57,Ideal,F,VS2,61.7,57.0,5.36,5.33,3.3,1847,3240.350877192983
0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,1847,3240.350877192983
0.57,Ideal,D,SI1,62.4,56.0,5.32,5.29,3.31,1847,3240.350877192983
0.57,Ideal,D,SI1,61.0,57.0,5.34,5.31,3.25,1847,3240.350877192983
0.57,Premium,D,SI1,61.1,56.0,5.38,5.33,3.27,1847,3240.350877192983
0.54,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,1847,3420.37037037037
0.54,Ideal,G,VS1,62.3,55.0,5.24,5.2,3.25,1847,3420.37037037037
0.54,Ideal,G,VS1,62.0,56.0,5.24,5.21,3.24,1847,3420.37037037037
0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23,1847,3420.37037037037
0.54,Premium,G,VS1,61.1,59.0,5.26,5.22,3.2,1847,3420.37037037037
0.54,Premium,G,VS1,61.6,56.0,5.26,5.23,3.23,1847,3420.37037037037
0.54,Ideal,E,VS2,60.5,56.0,5.28,5.26,3.19,1847,3420.37037037037
0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,1847,3420.37037037037
0.54,Ideal,E,VS2,61.0,56.0,5.28,5.25,3.21,1847,3420.37037037037
0.54,Ideal,E,VS2,61.9,55.0,5.24,5.2,3.23,1847,3420.37037037037
0.54,Ideal,E,VS2,62.2,55.0,5.24,5.21,3.25,1847,3420.37037037037
0.54,Ideal,E,VS2,61.4,57.0,5.25,5.21,3.21,1847,3420.37037037037
0.54,Ideal,E,VS2,61.7,55.0,5.27,5.24,3.24,1847,3420.37037037037
0.54,Ideal,E,VS2,60.8,57.0,5.29,5.24,3.2,1847,3420.37037037037
0.54,Ideal,E,VS2,61.9,57.0,5.23,5.2,3.23,1847,3420.37037037037
0.57,Premium,D,SI1,60.2,60.0,5.36,5.34,3.22,1847,3240.350877192983
0.52,Ideal,H,VVS1,61.7,55.0,5.2,5.17,3.2,1847,3551.9230769230767
0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,1847,3240.350877192983
0.54,Premium,D,VS1,60.5,58.0,5.27,5.21,3.17,1847,3420.37037037037
0.55,Premium,G,SI1,60.2,59.0,5.32,5.28,3.19,1848,3359.9999999999995
0.7,Premium,D,SI2,58.6,60.0,5.89,5.78,3.42,1848,2640.0
0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,1848,3359.9999999999995
0.53,Ideal,H,VS1,60.8,57.0,5.24,5.29,3.2,1848,3486.7924528301887
0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,1848,3696.0
0.7,Fair,I,SI1,62.0,67.0,5.54,5.5,3.42,1848,2640.0
0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,1848,3299.9999999999995
0.5,Very Good,F,VS1,61.4,58.0,5.05,5.14,3.13,1849,3698.0
0.51,Very Good,D,VS1,62.4,58.0,5.13,5.16,3.21,1849,3625.4901960784314
0.54,Ideal,F,VS1,60.7,59.0,5.27,5.3,3.21,1849,3424.074074074074
0.52,Fair,G,IF,65.5,55.0,4.98,5.06,3.29,1849,3555.7692307692305
0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850,3700.0
0.62,Good,G,VS2,61.0,62.0,5.41,5.5,3.33,1850,2983.8709677419356
0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,1851,3247.3684210526317
0.57,Premium,E,VS2,61.0,58.0,5.31,5.34,3.25,1851,3247.3684210526317
0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3,1851,3247.3684210526317
0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3,1851,3247.3684210526317
0.57,Ideal,E,VS2,61.7,56.0,5.34,5.36,3.3,1851,3247.3684210526317
0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,1851,3247.3684210526317
0.57,Ideal,E,VS2,61.9,57.0,5.29,5.31,3.28,1851,3247.3684210526317
0.57,Premium,E,VS2,61.4,58.0,5.32,5.37,3.28,1851,3247.3684210526317
0.57,Premium,G,VS1,62.4,58.0,5.29,5.32,3.31,1851,3247.3684210526317
0.57,Ideal,E,VS2,61.6,56.0,5.33,5.38,3.3,1851,3247.3684210526317
0.57,Ideal,E,VS2,61.8,56.0,5.29,5.33,3.28,1851,3247.3684210526317
0.57,Very Good,E,VS2,62.9,57.0,5.26,5.29,3.32,1851,3247.3684210526317
0.7,Good,F,SI2,64.3,57.0,5.6,5.53,3.58,1851,2644.2857142857147
0.7,Good,F,SI2,64.1,55.0,5.58,5.52,3.56,1851,2644.2857142857147
0.51,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,1851,3629.4117647058824
0.51,Ideal,E,VS1,61.5,56.0,5.16,5.11,3.16,1851,3629.4117647058824
0.53,Very Good,E,VS2,60.1,59.0,5.24,5.27,3.16,1852,3494.3396226415093
0.53,Very Good,E,VS1,58.5,61.0,5.28,5.39,3.12,1852,3494.3396226415093
0.54,Ideal,G,VVS2,60.8,56.0,5.28,5.31,3.22,1852,3429.6296296296296
0.51,Ideal,G,VS1,61.8,56.0,5.1,5.15,3.17,1852,3631.372549019608
0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,1852,3631.372549019608
0.55,Very Good,F,VS1,60.7,60.0,5.29,5.32,3.22,1853,3369.090909090909
0.65,Premium,F,VS2,59.0,62.0,5.68,5.65,3.34,1853,2850.7692307692305
0.57,Ideal,E,VS2,62.5,56.0,5.3,5.33,3.32,1853,3250.8771929824566
0.72,Ideal,J,SI1,61.7,56.0,5.77,5.81,3.57,1853,2573.6111111111113
0.71,Premium,J,SI1,61.0,61.0,5.71,5.66,3.47,1853,2609.8591549295775
0.55,Ideal,G,VS2,60.4,56.0,5.38,5.31,3.23,1854,3370.9090909090905
0.5,Ideal,D,VS2,60.7,57.0,5.12,5.22,3.14,1854,3708.0
0.7,Very Good,J,VS1,59.6,62.0,5.7,5.77,3.42,1855,2650.0
0.56,Ideal,G,VS1,60.7,55.0,5.33,5.36,3.25,1855,3312.4999999999995
0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856,3501.88679245283
0.7,Very Good,I,SI1,61.6,63.0,5.68,5.59,3.47,1856,2651.4285714285716
0.7,Good,H,SI2,63.8,57.0,5.58,5.55,3.55,1856,2651.4285714285716
0.55,Ideal,G,VS1,61.5,57.0,5.28,5.23,3.23,1856,3374.545454545454
0.55,Ideal,E,VS1,61.5,57.0,5.27,5.23,3.23,1857,3376.363636363636
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1857,3147.4576271186443
0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.2,56.0,5.2,5.23,3.19,1857,3503.7735849056603
0.53,Ideal,D,VS2,62.3,56.0,5.14,5.17,3.21,1857,3503.7735849056603
0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,1857,3503.7735849056603
0.53,Ideal,D,VS2,62.1,55.0,5.17,5.2,3.22,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.2,57.0,5.2,5.26,3.2,1857,3503.7735849056603
0.53,Ideal,D,VS2,62.6,56.0,5.14,5.18,3.23,1857,3503.7735849056603
0.53,Very Good,E,VS2,62.3,56.7,5.19,5.23,3.25,1857,3503.7735849056603
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,1857,3503.7735849056603
0.53,Ideal,D,VS2,60.6,57.0,5.24,5.28,3.19,1857,3503.7735849056603
0.53,Premium,D,VS2,61.5,58.0,5.2,5.24,3.21,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.5,56.0,5.17,5.23,3.2,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.4,56.0,5.2,5.23,3.2,1857,3503.7735849056603
0.53,Ideal,D,VS2,61.2,55.0,5.21,5.25,3.2,1857,3503.7735849056603
0.55,Ideal,F,VS1,61.0,55.0,5.29,5.33,3.24,1857,3376.363636363636
0.5,Ideal,G,SI1,60.2,57.0,5.16,5.2,3.12,1857,3714.0
0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858,3573.076923076923
0.5,Ideal,G,VVS2,62.8,57.0,5.07,5.05,3.18,1858,3716.0
